Just an advertisement for this cancer clinic.,I once had cancer virus 🦠 for over 10 years and I visited so many States in the United States 🇺🇸 seeking for help but it was all leading to spending of thousands of dollars until I was watching a YouTube series and I came across Dr. Emovon on YouTube ads and I decided to order his herbal medication and today I'm fully well from this problems. #dremovon..🙏🙏,have u guys some news,I have a biopsy Thursday and it’s really scary. Thank you for sharing your story ❤,Sadge,But in reality they are useless. Speaking from experience with 3 family members who had and fought cancer I can say that Macmillan did NOT give them any support. I would never give them a penny.,Lord God and angels is with you,Get your PSA tests done. Don't wait.,Dr Ozuka on YouTube has a permanent cure with his herbal medicine,Is this woman still alive?  This was made 9 years ago and pancreatic cancer is not as curable as she claimed.  It's one of the most difficult cancers to treat.,😢😢😢 hope u recover soon
,,,,,,"LOL... first time I see chemo meds injected with a syringe...
Usually it's done with a machine that regulates the dosage or even with mechanical regulator...",,,,
,,,,,,Wow amazingly brave! I work in pharma helping to deliver cancer and other medicine like this to patients and it’s so amazing seeing this. Thank you for sharing your experience.,,,,
,,,,,,There's people like Norm McDonald who don't even tell there closest friends they have cancer and then there's people like you who have to put your whole life on the internet to obviously gain sympathy.  You don't share things like this online.  You keep them private.,,,,
,,,,,,Praying for you to be cancer free in 2023. ⛤❤⛤,,,,
,,,,,,Get well soon .praying for you ...,,,,
,,,,,,"If you declare with your mouth, “Jesus is Lord,” and believe in your heart that God raised him from the dead, you will be saved.  For it is with your heart that you believe and are justified, and it is with your mouth that you profess your faith and are saved.Romans 10. 9-10
so Christ was sacrificed once to take away the sins of many; and he will appear a second time, not to bear sin, but to bring salvation to those who are waiting for him.Hebrews 9. 28

Dear God in heaven, I come to you in the name of Jesus. I acknowledge to You that I am a sinner, and I am sorry for my sins and the life that I have lived; I need your forgiveness. I believe that your only begotten Son Jesus Christ shed His precious blood on the cross at Calvary and died for my sins, and I am now willing to turn from my sin. You said in Your Holy Word, Romans 10:9 that if we confess the Lord our God and believe in our hearts that God raised Jesus from the dead, we shall be saved. Right now I confess Jesus as the Lord of my soul. With my heart, I believe that God raised Jesus from the dead. This very moment I accept Jesus Christ as my own personal Savior and according to His Word, right now I am saved. Thank you Jesus for your unlimited grace which has saved me from my sins. I thank you Jesus that your grace never leads to license, but rather it always leads to repentance. Therefore Lord Jesus transform my life so that I may bring glory and honor to you alone and not to myself. Thank you Jesus for dying for me and giving me eternal life. Amen",,,,
,,,,,,"It is NOT the solution , enough true stories . About how people with various forms of cancer have HEALED themselves",,,,
,,,,,,🙏,,,,
,,,,,,CHEMO IS PURE POISON N WILL MAKE U SICKER  WHY R PEOPLE SO STUPID,,,,
,,,,,,"Praying for you,, you will beat cancer, pretty girl.❤❤❤.",,,,
,,,,,,Good luck!,,,,
,,,,,,"Вселенная, пусть на ее месте окажется Галия С., которая предала меня и подставила. Да будет так!",,,,
,,,,,,I totally get it. I have stage 4 lung cancer with brain mets currently in chemo again,,,,
,,,,,,"Something is wrong, its got to me all the chemicals in foods, and in air.",,,,
,,,,,,I'm having my Infusion next week which Tuesday and this video is very Interesting and it's keeping me not to be emotional,,,,
,,,,,,"God bless you and your family 
Never got the chance to start mine unfortunately and now it's way too late 
Will continue to pray for you and your family",,,,
,,,,,,So beautiful strong an courageous.,,,,
,,,,,,"💝💝❤️Dr. Bow recently found a strong herbs that heal cancer completely in human body without surgery, has cured many people in south Africa and beyond with his strange herbs. I was a victim of cancer, it was a terrible experience 💔💔🥲🥲 but not anymore.",,,,
,,,,,,To see cancer thérapy,,,,
,,,,,,Jak ludzie mogą się tak truć wstrzykując sobie broń biologiczna która i tak niczego dobrego nie zrobi ….wrecz odwrotnie wyniszcza cały organizm narządy niszczy zdrowe komórki mutujac je….chemizacja nie zabija najgorszego zła jakim jest komórka macierzysta i nawet jej nie powącha ……,,,,
,,,,,,I thought that the chemotherapy goes into your hand. I saw it on TV,,,,
,,,,,,How is beautiful lady doing,,,,
,,,,,,"Go girl.
I had stage 4, throat cancer 15 years ago.
Love your love.
I’m good, hope your well",,,,
,,,,,,God Bless!,,,,
,,,,,,"I admire your courage! Thank you for sharing. I'm 68 & was recently diagnosed with an unusual non Hodgkins lymphoma.  Haven't come across anyone else whose had it. No one in Memorial Sloan Kettering data base. Faith, hope and humor helps to fight this awful disease. Stay strong beautiful lady!!",,,,
,,,,,,"I have stage 4 cervix cervical cancer, has spread to my lymph nodes and my two lungs, I've been through the windmill, you can get through it Dear, God Bless You.",,,,
,,,,,,💖💖💖💖,,,,
,,,,,,Giving thanks to Dr Ogoh is something I will always take personal because he brought me back to my full health after 2 years of surfing from Cancer disease. ❤,,,,
,,,,,,Best wishes from Pakistan ... get well soooon :),,,,
,,,,,,🥰🥰🥰,,,,
,,,,,,The needles was very painful do they have no radiotherapy or chemo hope the technology improves not causes any patients any pain and side effects,,,,
,,,,,,Thank you #drohanon for helping me get rid of my cancer disease💙,,,,
,,,,,,"I'm going through chemo right now for breast cancer.  Not fun.   Got my first last week and still feeling the effects of it--weakness, tiredness, mouth sores, stomach cramps.  Hair hasn't fallen out yet but will with next treatment.",,,,
,,,,,,This hurt me so bad to look at this me brother went through this same thing she's going through he didn't even know he had cancer until it was too late he was stage 4 cancer he went to the doctor he said he couldn't breathe so he went to the doctor he thought it was pneumonia and they did test on him and that's when they found the cancer it was stage 4 they tried all the treatments radiation laser therapy none of that work for him it was just too late for him he died in July of this year 2022 and I hate it so bad I never thought this that this would happen to me or my family he he fought all the way through to the end but he lost but never forgotten love you big bro,,,,
,,,,,,🙏🙏❤️❤️,,,,
,,,,,,Sănătate scumpo,,,,
,,,,,,"I am from Texas USA I am here to thank #Dr. Ohanon for his good works I and my girlfriend has been suffering from cancer disease for years until we met this wonderful man on YouTube, now both of us are cancer free .🍀🍀",,,,
,,,,,,I've got married 2 months ago and am pregnant with twins (12weeks) when we found out he's got a very aggressive cancer. He's going through chemo now and it's like every pain he feels I go through too... i still can't believe it and it makes me cry at least once a day. AND I feel nobody tells you that chemo can change a whole personality for the time being - its scary and sad.,,,,
,,,,,,"Hi , I might do chemo soon ... If I may ask how does the chemo feel do u throw up right away ? ☹️",,,,
,,,,,,"I will be praying for you.i am seeing this for the first time now.May Jehovah God bless you,comfort you, and eliminate any pain.I am proclaiming your full and complete healing.God bless you and your family.",,,,
,,,,,,Take care always and God bless,,,,
,,,,,,I have no kids that why I m so sad... I think about cancer patient n I feel how they suffer there life very painful journey emotional physical.....,,,,
,,,,,,Did u wear a wig because I didn't see no cooking scalp used...during your treatment ?,,,,
,,,,,,"Take 90 supplements the chemotherapy is what makeing people get the cancer but it's not my choice it'd her decision, but I pray in the name of Jesus she will get strong in the mighty name of Jesus 🙏🙏🙏",,,,
,,,,,,"My 7 year old son is going through this weekly for 52, possibly 70 weeks. Thank God it's at least working. It's hard standing by as he has to go through this",,,,
,,,,,,"Even young facing chemo is so suffering, Imagine my mom at age 73 have to goes through several chemo.  It's breaks my heart to see her dying away and rejecting more chemo session.  I consoled her that not to be depressed and accept death with peace.  The body may breaks but the spirit is eternal.",,,,
,,,,,,💪✝️❤️🙏,,,,
,,,,,,Ti voglio bene,,,,
,,,,,,2.2 million views. I have an average of 5 views per video. Lol,,,,
,,,,,,You've got this girl. You are very strong 🌸,,,,
,,,,,,Young Lady! You are so brave 👍👏💯🙏❤️sending you hugs & kisses 😘🥰❤️,,,,
,,,,,,Technoblade never dies!,,,,
,,,,,,"Happy Thanksgiving,    I’m praying for you,   Sending love prayers",,,,
,,,,,,Just type Cristina Sanchez cannabis and cancer. Research research research,,,,
,,,,,,Happy to see a loving husband cares and being beside her may god bless them  a happy long life ❤,,,,
,,,,,,Ive had an IV and i know the feeling,,,,
,,,,,,"Sending you positive vibes, you’re so strong",,,,
,,,,,,I am also cml  blood cancer Jesus Christ is very great prise the Lord,,,,
,,,,,,Chemo just makes you sicker go out slowly! I say smoking wees watching weeds!,,,,
,,,,,,Mum had RCHOP - with the doxarubicin - gross stuff. She also knows what you mean about the taste of saline!! Hope you are all well now.,,,,
,,,,,,"This has been a challenging time, and I appreciate you so much Dr Ogoh, you have created a life that I thought was lost, thank you so much for curing my Cancer disease *",,,,
,,,,,,💕🙏,,,,
,,,,,,Is this the same couple that had the triplets,,,,
,,,,,,"The red devil is what I use to call taxotere,that's the red chemo med being infused. then your peeing red or orange for hrs. I also had a med that turned my pee blue or green. 8 months of chemo and 35 radiation treatments. I've been cancer free for 15 yrs thank goodness",,,,
,,,,,,❤️❤️❤️❤️,,,,
,,,,,,You go girl! 💅,,,,
,,,,,,"New  ideas brings hope. Stop Chemo. Use left kingship to fight it! Newly punished on LULU,  - Author Kevin Anaekwe",,,,
,,,,,,"Oh pretty  Delia, you are SO STRONG.",,,,
,,,,,,That's my boo I'm gonna make sure everything new imma put  her in a brand new coop,,,,
,,,,,,"GREAT HUSBAND, iron man. SHE'S one angel.",,,,
,,,,,,漂亮的姐姐不會痛小心血管爆可是太瘦吃便利超商不能吃安眠藥物要問醫生怕暈倒（太多）消腫止痛發炎,,,,
,,,,,,❤,,,,
,,,,,,"I don't speak English, subirles,please",,,,
,,,,,,Always get gauze and tape! Those bandaids tear my skin off!,,,,
,,,,,,I had also got this chemotherapy infusion and there is coincidence i had also cancer ♋ on the same time  2021😟 on that time I am only 15 years 😢old and I am Indian 🇮🇳,,,,
,,,,,,My dad had lungcancer about 22 years ago did 6 chemotrratments and had his right lung removed but he survived. Is a tough ride but worth taking. Not evryone pulls through I know that but it can help for sure. Good luck to everyone that has to go through.,,,,
,,,,,,"Dr Dagba on YouTube Gave me the cure I used for my  cancer, Now I’m living better again!   i really appreciate you #drdagba..",,,,
,,,,,,"Dr Dagba on YouTube Gave me the cure I used for my  cancer, Now I’m living better again!   i really appreciate you #drdagba..",,,,
,,,,,,"12:58 hello im on my spare account but i just cant go without saying dexamethasone is the steroid iv took it before for covid.
You will do great!",,,,
,,,,,,Love you D&D .Every Cancer patients get well soon!!God bless you 🙏♥️♥️♥️ we proud of you ♥️♥️💐💐,,,,
,,,,,,"So glad you have a great support system ❤
Your looking great
I’m 14 years cancer free. It was very aggressive and in one lymph node under my left arm",,,,
,,,,,,I hated when they would flush the port… I could taste the alcohol 😖,,,,
,,,,,,I just CANT UNDERSTAND why people dont listen to Jesus and you all will be happy and heatly,,,,
,,,,,,"Tego nikt nie przewidzi, każdy dzień należy do Boga,",,,,
,,,,,,Jesus is with you Sister.  Have faith,,,,
,,,,,,"All thanks to DR. harry herbs i got through YouTube for using his time to treat me an help me get rid of Cancer with herbs medicine i got from him, it was great to meet you DR. Harry herbs on YouTube so keep doing the great work lord God has giving to you to save life's.",,,,
,,,,,,"Bill :

No forget All Humans in the full territory , nations the test global of health in hospital all years ! 

I sauved the millions or milliard humans for the result 2 catégory in global search test in Hospital = 

1) the humans no great healthy ( need healing ) .

2) the humans i have great healthy no need the heelings .

No forget the test global health in hospital all 1 years is sauved the millions or milliard of deaths !",,,,
,,,,,,"Bill :

The great retablissements to all cancers people in the earth i lost much , more members of my familly or life connaissances is deaths manqued me I forget for éternity .

I Like , Appréciate , Love the peoples familly or life conaissances of life you manqued me we heat dead I loved all is deaths but impossible to watch or listen me I regret no speak or watch all is deaths I loved All ...",,,,
,,,,,,"i had 10 shots of those that build the white blood cells that the dr ordered for me. each shot was $7,000.00!!! it was so expensive. thankfully my medical insurance covered it... i never had to use it, though... my nurse told me the day of my last chemo that people can't afford those shots when they really needed it because it was so expensive. since god let me live through my cancer... he also let my son live through his cancer at 5 years old... i came in to the hospital with an igloo and ice packs the next day after driving an hour and half... i donated the shots for who ever needed it. the shots came in a cold box and had to be refridgerated at all times. it had a safety seal and only the drs can break those seals... i had them just sitting in my fridge during the 6 mos that i had to do chemo. it was something that i did to give back to help others. i was lucky enough to get the shots for free... i wanted it to help others. fight on, girl!!! you got this!!!",,,,
,,,,,,"1 John 4:4
You are of God, little children, and have overcome them, because He who is in you is greater than he who is in the world.",,,,
,,,,,,Yes the taste of saline is nasty I remember having a port line and just the thought of it grosses me out lol god bless you both❤,,,,
,,,,,,You can do it,,,,
,,,,,,Blessings,,,,
,,,,,,❤❤❤,,,,
,,,,,,"Brave, God bless you",,,,
,,,,,,Well did the treatment kill you?,,,,
,,,,,,I got flatlined twice because of my complicated pancreas cancer surgery I was dead for 30+ minutes I hope you ok now,,,,
,,,,,,Deus o abençõe🙏🙏🙏🙏🙌🙌🙌🙌🙌,,,,
,,,,,,❤❤❤,,,,
,,,,,,Wow! Thanks for sharing this experience!  I hope you are ok.  May God continues blessings your life!,,,,
,,,,,,"Ivermectin.. just try it , god bless",,,,
,,,,,,"All thanks to DR. harry herbs i got through YouTube for using his time to treatment me an help me get rid of Cancer with herbs medicine i got from him, it was great to meet you DR. Harry herbs on YouTube so keep doing the great work lord God has giving to you to save life's",,,,
,,,,,,I am here to give the review to DR. harry herbs on YouTube for using his herbs medicine to cure me from Cancer  thank God I'm free and cure again to live a normal  life again thank  you so much DR Harry herbs on YouTube.,,,,
,,,,,,God bless u,,,,
,,,,,,😿,,,,
,,,,,,Keep fighting you’re both amazing,,,,
,,,,,,"I’m 56 yrs old and last year i started to feel pain on my left breast
and the Doctor told me it was mastitis breast infection,so she prescribed 
me an antibiotic,steroids  tab which make my face like a moon-face,
then after 2 weeks have to stop before my face gets thicker and bigger.
And there this year summer of 2022, the pain is back now it has a small lump
on the left side of my nipple,and i got a quick biopsy and I’ve got the results 
shes telling me it maybe cancer,so she referred me to a much bigger hospital.
And I’m scheduled this coming October 13…and maybe another check up…to lnow if its really can eeous or not…praying it’s not.",,,,
,,,,,,"I pray my Lord Jesus Christ see you through I pray he will hold your hands until he delivers you through this storm in Jesus name Amen hang in there everything that you are going through.please if you are not saved repent from all your sins so you can make it to heaven one day all those that have given their life to Jesus Christ there will be no more cancer or kidney failure or diabetes or high blood pressure no more disease no more suffering Jesus Christ is about to come and the saints are about to be raptured very soon come on board except Jesus he's the only way all this sicknesses and disease that we see today we will see them no more one day in the glory of God he will wipe it with all of this from us but only for those that accept Jesus as the Lord and savior and  confessed their sins before God once you do all of this love him (Jesus) walk with him and do what he tell you to do you made a commitment when you accepted him I'm sorry for all those that are going through breast cancer and all type of cancer all type of problems I have my own too but the only one that saw me through in  my storm was Jesus Christ and the love that he giving my family to give back to me I went through dialysis, kidney transplant and thyroid removed through all Jesus has been by my side one day all of these scars that I see today will disappear in the glory of God and I pray I will see you all there too please accept him before it's too late heaven is real and hell is also real where will you spend eternity I choose heaven with my savior Jesus Christ. what about you?",,,,
,,,,,,Praying for you,,,,
,,,,,,"I had stage 2 breast cancer in 2013.I did 6 chemotherapy infusions and 32 days of radiation,I am thankful to God above I'm still here,but I don't wish this on no one Thank God about e I been in remission since 2014🙏🙏🙏❤️",,,,
,,,,,,"Fighting ovarian cancer still , 7 Septembers layer I'm still here typing this to you. Your mentality is SO important always remember that! Yoga mindfulness think it's just imp as the chemo",,,,
,,,,,,I will be praying for u guys,,,,
,,,,,,14:30 😣😱,,,,
,,,,,,Check out Kris beat cancer,,,,
,,,,,,Am am a 7yrs cervical cancer survivor alhamdulillah,,,,
,,,,,,God Bless you. You are so strong,,,,
,,,,,,"does this kind of infusion make you sick,tired,weak, burning feeling, loss of appetite ????",,,,
,,,,,,I love the taste of saline solution,,,,
,,,,,,Get well soon ❤️❤️,,,,
,,,,,,I hope she is all good by now..💕,,,,
,,,,,,"Doctor speaking about Castor Oil

https://youtu.be/KH93E_-DYaE",,,,
,,,,,,https://youtu.be/TjwCFFKn9g4,,,,
,,,,,,The taste is heparin not just  saline,,,,
,,,,,,Port catedral takmışlar,,,,
,,,,,,Brave lady xxxxxxx,,,,
,,,,,,God bless you. My wife is going through this now stage 4 sarcoma.,,,,
,,,,,,Praying for your healing sis im on a chemo also,,,,
,,,,,,"If the world had more people like you, it would be a better place. You make a difference, Dr Igho on youtube thank you for curing my breast cancer and introducing your herbal products to the world",,,,
,,,,,,I'm 11 years old and I've been through chemotherapy my whole entire life this is my third I'm going in well no second time doing it and you can and one time and I'm just a hospital room and I just wanted to ask you does it make you sick because he makes me sick and I have a poor just like you and I hope you get through it and I hope you get you get better soon and I'm praying for you,,,,
,,,,,,Saline taste is odd but it's the least of my problems. Haha.,,,,
,,,,,,"Prayers going out to Y’all. Sending hugs and my love from Akron, IN. God bless You",,,,
,,,,,,"Hang in there. I'm 62 and was diagnosed with late stage 4 esophageal cancer in January 2022 which spread to my stomach, liver and bones. I had max doses of radiation and was put on 2 chemos. Oxaliplation ( the 2nd most neurotoxin chemo ) and fluorouracil. I was given a max of 12 to 16 months to live with chemo. 95% of my cancer is gone after 4 months with only a tiny spec in my.liver. The bone cancer destroyed my hip so I have an artificial hip which works well. My advice to anyone with cancer is stay active and most importantly keep your weight up. I use Ensure Plus 350 calorie protein drinks in between meals and my weight went up fast but the Oncologist said I probably won't get to exactly my pre cancer because of my age. I also kept exercising. I hope you get well soon.",,,,
,,,,,,"I'm very lucky to have come in contact with DR RORPOPOR HERBAL on YouTube in curing my breast cancer, I almost gave up in life but after using his herbal medication I feel just like every normal human and I'm so grateful",,,,
,,,,,,In the mist of cancer treatments myself. Third immuntherapy next week. Lost track of number of times MRI CT scans. Hardest part is how many people  I have know  that don't answer calls or texts from me. Like wow.,,,,
,,,,,,"Respect and honor those people who dedicated their lives and spent time to provide an effective natural herbal supplement for cancer . DR RORPOPOR HERBAL is a good example of this , thank you doctor for curing my breast cancer completely without any side effects",,,,
,,,,,,"My heart is full of joy and excitement , DR RORPOPOR HERBAL is truly the son of his father the medications I order from him can testified to that , A BIG thanks to you doctor for making me cancer negative completely without any side effects",,,,
,,,,,,"John 3:16
“For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life",,,,
,,,,,,"My heart is full of joy and excitement, DR RORPOPOR HERBAL on YouTube is truly the son of his father the medication I order from him can testified to that, a big thanks to you doctor for making my cancer negative completely without any side effects...",,,,
,,,,,,Che sintomi hai avuto,,,,
,,,,,,"Try putting candy in your mouth when flushing !,",,,,
,,,,,,Plz listen surah Rahman therapy only seven days clean your heart first take a half glass water close your eyes and listen surah Rahman by qari Abdul Basit voice after listening prayer open your eyes take water again close your eyes say three time ALlAH Allah Allah or God God God any thing only condition is love drink water in three sip now open your eyes three times a day keep praying after seven days stop listening prayer only drink water in close eyes say Your creator name three time and drink water contnusly .such amezing results plz plz do,,,,
,,,,,,How is she today?,,,,
,,,,,,"With all due respect, this is madness and criminal. One cannot poison the body back to health. The so called ""treatments"" of chemotherapy and radiotherapy are proven carcinogens. How can something that causes Cancer be a treatment for Cancer?",,,,
,,,,,,Don't know why but it seems enjoyable to me,,,,
,,,,,,Rip Technoblade,,,,
,,,,,,"I am currently battling this horrible disease. Your video helps me prepare for my first infusion. I’ve been on chemotherapy pills, 30 rounds of radiation, and iron infusions every week for the last four weeks. Thank you. Prayers for you and kick it out!!!",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,"Joe Dispenza is neuroscientist and is a mainstream healer available to you. He can heal cancer and any other disease on earth through very simple meditations and group meditations. Love is the most powerful force on earth. I wish more people knew that. Too many of us keep succumbing to our fears and die from cancer or accidents, but it is entirely unnecessary. You will heal and you will live a long life I promise you with all my heart. Visit Joe Dispenza on YouTube or online. He will save your life.",,,,
,,,,,,Lets pray for our sister,,,,
,,,,,,Thanks for sharing my dear.. 2 weeks ago I have been diagnosed with breast cancer.. since then am on the net looking inspiration.. It helps to stay strong 💪.. I have to be strong for my 3 lil kids.. hope one day I can proudly say am cancer free..i know I have a long way to go 😊,,,,
,,,,,,You go girl ❤️👍🥰we love you and support you 🙏🏻❤️👍👍👍👍👍,,,,
,,,,,,Can't doctors find a cure for this,,,,
,,,,,,indeed Dr Aluda on YouTube is a good herbalist and a trusted Dr. i cured my cancer and HPV with his herbal medication...,,,,
,,,,,,I’m absolutely overwhelmed of how splendid and miraculously Dr oiwoh on YouTube channel herbal remedies works he brought me hope when I lost it all I’m forever indebted to you doc #droiwoh,,,,
,,,,,,I’m absolutely overwhelmed of how splendid and miraculously Dr oiwoh on YouTube channel herbal remedies works he brought me hope when I lost it all I’m forever indebted to you doc #droiwoh,,,,
,,,,,,God’s Grace and his mercy 🙏,,,,
,,,,,,I am a cancer survivor lung canccer stage 4 https://youtube.com/watch?v=wXe1GAYKdeA&feature=share,,,,
,,,,,,I'm so sorry  your  going  through  this I hope  things get better  for  you  .My dad had prostate  cancer  two years  diagnosis  and  his doing  alot  better  he had to do twenty eight days straight  of radiation  treatment,,,,
,,,,,,"I Really Appreciate your Good work Dr Ogoh on YouTube,  Thanks for Curing my Cancer disease . No more  pains and Sleepless night, thanks  #drogoh.💛",,,,
,,,,,,"I love Banner, they are a great health care system",,,,
,,,,,,Why do she look asian. There is a chinese lady that looks like her,,,,
,,,,,,May God bless you with strength n faith.,,,,
,,,,,,❤️❤️❤️,,,,
,,,,,,Good luck! I hope all is well ❤️,,,,
,,,,,,"Thanks you so much Dr Obulor for your ultimate help in curing my cancer permanently, although the word wouldn't believe in herbs. I will because you have shown me the power of these herbs, i sincerely appreciate you Dr.",,,,
,,,,,,"Thanks you so much Dr Obulor for your ultimate help in curing my cancer permanently, although the word wouldn't believe in herbs. I will because you have shown me the power of these herbs, i sincerely appreciate you Dr.",,,,
,,,,,,"This has been a Challenging time. And I Appreciate you so much Dr Ogoh on YouTube. You have Created a life that I thought was lost, Thanks for Curing my #cancer #disease with your Herbal #Medication. Thanks doctor.✌",,,,
,,,,,,"This has been a Challenging time. And I Appreciate you so much Dr Ogoh on YouTube. You have Created a life that I thought was lost, Thanks for Curing my #cancer #disease with your Herbal #Medication. Thanks doctor.✌",,,,
,,,,,,"I really Appreciate your Good work Dr Ogoh on YouTube,  Thanks for curing my #cancer . No more  Pains and Sleepless Nightmares, thanks  #drogoh ✌",,,,
,,,,,,"=A big thanks to Dr Ehizele for the great work he has done in my life. I am indeed grateful sir.  so happy to be  free from diabetes. For anyone who needs his help, you can contact him and he will have solutions to your problems, You can contact him on https://www.youtube.com/channel/UCz_B9yx9Yqu5_7jpyss67AQ",,,,
,,,,,,"I Came Across a Testimony shared by someone on how DR OGOH cured her from cancer disease and I quickly contacted him through his YouTube Channel to get Cured and now, I'm finally cured from Cancer sickness after taking the Herbal medication.😎",,,,
,,,,,,"All thanks to Dr.Ayomede who helped me with his great herbal supplement in eradicating my Hepatitis B, permanently I will forever be grateful to you",,,,
,,,,,,Delia I was diagnosed with breast cancer March 8th 2022. I am soon starting my treatments after surgery. Your vlogs have made me less scared. I will be doing it alone. I don't have family or anyone that will help me or support me. Thank you for your vlogs. Wishing you the best from Oklahoma!❤️❤️,,,,
,,,,,,"Although the world wouldn't believe in Herb's, I will because Dr. Ogie has shown me the power of which these herbs contain , It got rid of my 7 years cancer, what else can I say than thank you Dr..",,,,
,,,,,,"Although the world wouldn't believe in Herb's, I will because Dr. Ogie has shown me the power of which these herbs contain , It got rid of my 7 years cancer, what else can I say than thank you Dr..",,,,
,,,,,,"Coming to Ickonic This Saturday:
Burzynski – Cancer Cure Cover-Up
The story of a pioneering biochemist who discovered a unique and proprietary method of successfully treating most cancers. This documentary takes the audience on a near 50-year journey both Dr. Burzynski and his patients have been enduring in order to obtain FDA-approved clinical trials of Antineoplastons. Defying the face of skepticism, legal attacks from state and federal agencies.",,,,
,,,,,,"Dear precious girl,
My wife is going through this now.
My heart aches & i wish you all the best.
Love from Australia.",,,,
,,,,,,"I acknowledge the day I met with you Dr Ogie, thank you for your unending support in helping out with your herbal supplements, I will say you have help save a whole community  thanks for your wisdom, it helps🌹🌹",,,,
,,,,,,"I acknowledge the day I met with you Dr Ogie, thank you for your unending support in helping out with your herbal supplements, I will say you have help save a whole community  thanks for your wisdom, it helps🌹🌹",,,,
,,,,,,Dr Mados is my saviour I thought all hope was lost until i was recommended to him here on YouTube. I recommend him also.,,,,
,,,,,,Dr Mados is my saviour I thought all hope was lost until i was recommended to him here on YouTube. I recommend him also.,,,,
,,,,,,Bless you.,,,,
,,,,,,I never believe when I saw allot of comments about the cure for cancer  from people until I gave it a try I order natural herbal remedy from Dr. Osaka on YouTube channel and I'm completely cured of Cancer.https://youtube.com/channel/UCCCwVX55C5idq_N5LJL_pAQ,,,,
,,,,,,"healing cancer naturally through spirituality with
Dr. Ibrahim Jaffe, MD he is an American Physician, Sufi Master Healer, Spiritual Guide & Teacher, pioneering Medical Spiritual Healing, the integration of western medicine & spiritual practice , watch his videos",,,,
,,,,,,"I have cancer right now, and maybe a second cancer in another area of my body. They are doing a biopsy on Wednesday. My surgery for the current diagnosed cancer is in 2 weeks. I cannot imagine going through what you are enduring right now. I draw the line on Chemo and Radiation for myself :( If I need that I will take my chances in Mexico at the Hoxsey Clinic in Mexico. Please try them if this doesn't work for you. God Bless You and give you fast recovery.",,,,
,,,,,,"All of you I hear you overcame your treatments if cancer, My heart rejoices  with you. Bless be the Lord, for allowing all healing in your lives.",,,,
,,,,,,"Sending you , strong younge woman, lots of love,  hope and prayers  that all in the end will be so fine,  as God wants his children to be. You are  God's child. May He bless you  with courage, strength . ❤💖💖💖❤💞💞",,,,
,,,,,,"Thanks you Drobulor on YouTube for all you have done in my life, I just got my test today that says I am now Cancer free. thanks you doctor, I will keep letting the world know more about your good work sir",,,,
,,,,,,Goku solo,,,,
,,,,,,She looks very tired after the procedure,,,,
,,,,,,Her boyfriends prostate cancer was natural,,,,
